DepartureCode,ArrivalCode,LowestPriceUSD,AveragePriceUSD,CheapestMonth
HOU,RDU,To:Raleigh/Durham,134.777,334,October,
DTW,RDU,To:Raleigh/Durham,155.325,281,July,
SNA,RDU,To:Raleigh/Durham,180.702,315,October,
DEN,RDU,To:Raleigh/Durham,123.183,301,October,
SEA,RDU,To:Raleigh/Durham,177.989,341,April,
OAK,RDU,To:Raleigh/Durham,174.707,497,November,
PIT,RDU,To:Raleigh/Durham,114.314,192,November,
LIT,RDU,To:Raleigh/Durham,156.462,261,November,
BWI,RDU,To:Raleigh/Durham,92.55,250,November,
CMH,RDU,To:Raleigh/Durham,125.87,213,November,
BUF,RDU,To:Raleigh/Durham,95.3352,179,October,
OKC,RDU,To:Raleigh/Durham,178.12,361,November,
TTN,RDU,To:Raleigh/Durham,39.0804,101,November,
DFW,RDU,To:Raleigh/Durham,133.069,261,November,
TPA,RDU,To:Raleigh/Durham,125.302,202,October,
MIA,RDU,To:Raleigh/Durham,69.8545,127,October,
COS,RDU,To:Raleigh/Durham,305.434,478,January,
ATL,RDU,To:Raleigh/Durham,101.278,161,October,
LAX,RDU,To:Raleigh/Durham,175.425,294,May,
SJC,RDU,To:Raleigh/Durham,195.321,530,October,
LAS,RDU,To:Raleigh/Durham,187.295,309,October,
ORD,RDU,To:Raleigh/Durham,116.994,216,October,
SDF,RDU,To:Raleigh/Durham,152.821,274,November,
IND,RDU,To:Raleigh/Durham,138.05,243,October,
MEM,RDU,To:Raleigh/Durham,122.845,229,November,
BDL,RDU,To:Raleigh/Durham,143.079,230,November,
FLL,RDU,To:Raleigh/Durham,73.5311,154,October,
MCO,RDU,To:Raleigh/Durham,120.267,197,November,
MSP,RDU,To:Raleigh/Durham,147.477,274,July,
OMA,RDU,To:Raleigh/Durham,168.683,369,November,
SAN,RDU,To:Raleigh/Durham,187.55,366,October,
OGG,RDU,To:Raleigh/Durham,557.486,685,December,
YYC,RDU,To:Raleigh/Durham,474.361,487,December,
DAL,RDU,To:Raleigh/Durham,133.069,277,November,
ITO,RDU,To:Raleigh/Durham,1090.57,1091,November,
YUL,RDU,To:Raleigh/Durham,166.186,251,November,
TUS,RDU,To:Raleigh/Durham,217.188,375,October,
HND,RDU,To:Raleigh/Durham,1727.04,1727,November,
LEX,RDU,To:Raleigh/Durham,172.715,316,November,
CVG,RDU,To:Raleigh/Durham,157.699,241,October,
NRT,RDU,To:Raleigh/Durham,1727.04,1727,November,
TPE,RDU,To:Raleigh/Durham,1466.84,1885,November,
YEG,RDU,To:Raleigh/Durham,469.974,493,November,
ORD,REC,1092.77,1310,January,
GIG,REC,755.382,897,December,
XNA,REC,1534.45,1534,December,
BOS,REC,1364.92,6046,February,
SJO,REC,1670.06,1687,November,
LIR,REC,1691.14,1797,November,
SDU,REC,742.38,868,December,
MHT,REC,1473.36,1523,February,
YYZ,REC,1362.06,1362,December,
TUL,REC,1825.17,1825,December,
SGF,REC,1611.42,1611,December,
YKF,REC,1571.12,1571,December,
MDW,REC,1462.42,1462,July,
SFO,REX,443.09,572,October,
OAK,REX,618.63,619,October,
SJC,REX,2274.5,2275,October,
LAX,REX,342.717,895,October,
PHX,REX,516.06,665,December,
IAH,REX,676.257,676,May,
YYZ,REX,1206.39,1206,March,
GSO,REX,1245.5,1246,December,
ORD,REX,368.065,730,October,
MSP,REX,1231.5,1232,October,
SNA,RFD,711.6,712,July,
DTW,RHO,1164.08,1176,October,
BCN,RHO,434.7,435,July,
YQG,RHO,998.7,1081,November,
LHR,RHO,1384.97,1880,October,
PMI,RHO,681.952,682,July,
CDG,RHO,397.166,397,October,
LCY,RHO,2474.31,2474,June,
LGW,RHO,52.1048,206,October,
TOL,RHO,3380.9,3381,October,
ORY,RHO,2268.74,2269,October,
FLL,RIC,199,269,October,
PIT,RIC,279.65,280,October,
LAX,RIC,204.537,353,October,
MIA,RIC,137.459,205,April,
ATL,RIC,106.072,196,November,
SFO,RIC,189.333,370,November,
GRR,RIC,177.964,307,November,
MSP,RIC,154.864,309,November,
EWR,RIC,121.877,237,November,
DFW,RIC,188.55,265,October,
ORD,RIC,175.65,468,November,
PHL,RIC,118.092,214,November,
BUR,RIC,305.5,582,October,
LGA,RIC,167.92,289,November,
IAH,RIC,160.1,305,November,
SMF,RIC,254.1,308,November,
BOS,RIC,67.55,107,October,
JFK,RIC,139,265,November,
MCO,RIC,221.219,224,November,
PHX,RIC,194.05,319,October,
HNL,RIC,481.75,889,October,
DEN,RIC,152.55,257,October,
LAS,RIC,147.479,226,October,
MEM,RIC,204.05,266,November,
SEA,RIC,665.75,666,December,
DTW,RIC,124.758,264,November,
HOU,RIC,160.936,239,December,
MCI,RIC,163.109,330,November,
LGB,RIC,233.05,497,October,
PDX,RIC,140.316,342,April,
SGF,RIC,549.65,550,November,
OGG,RIC,547.3,743,November,
SYR,RIC,413.65,414,November,
DAY,RIC,148.544,149,November,
YYZ,RIC,358.189,435,April,
AUH,RIC,1525.15,1525,December,
LIM,RIC,770.414,770,December,
ELP,RIC,555.706,556,March,
STL,RIC,416.14,416,December,
DXB,RIC,1374.98,1375,December,
DSM,RIC,440,440,October,
CHA,RIC,108.542,234,November,
SNA,RIC,245.186,410,October,
DAL,RIC,275.456,379,October,
SJU,RIC,377.97,378,December,
COS,RIC,307.315,332,November,
EUG,RIC,192.654,472,November,
OKC,RIC,180.597,331,October,
OAK,RIC,188.889,252,November,
AUS,RIC,175.709,176,October,
YVR,RIC,1083.21,1083,December,
SJC,RIC,185.257,304,November,
MDW,RIC,340.65,491,December,
LNY,RIC,1046.7,1208,November,
CMH,RIC,127.962,128,November,
HPN,RIC,331.7,902,November,
MLB,RIC,324.8,325,November,
CLL,RIC,351.61,352,October,
ACT,RIC,349.741,353,January,
ATL,RIX,950.87,951,December,
YYZ,RIX,809.078,988,December,
SFO,RIX,995.11,995,October,
JFK,RIX,677.4,710,January,
YTZ,RIX,1156.5,1307,December,
EWR,RIX,864.69,888,January,
LGA,RIX,939.03,974,January,
LHR,RIX,282.79,283,December,
BUF,RIX,1184.29,1282,December,
LGW,RIX,504.365,504,December,
SJC,RIX,1143.31,1186,October,
DCA,RIX,1086.95,1105,January,
IAD,RIX,1053.18,1104,January,
PHL,RIX,981.084,1039,January,
BHM,RIX,1328.07,1328,December,
STN,RIX,306.2,306,December,
OAK,RIX,3942.3,3942,October,
HPN,RIX,3300.41,3300,January,
LTN,RIX,529.09,529,December,
YKF,RIX,1675.31,1675,July,
FAI,RKS,2891.09,2891,December,
ZAG,RLG,To:Rostock-Laage,552.674,553,December,
ORD,RNO,158.55,268,November,
LAS,RNO,90.1799,198,November,
SFO,RNO,158.65,282,November,
DEN,RNO,116.837,200,November,
MCO,RNO,216.05,433,November,
IAD,RNO,178.073,355,December,
DCA,RNO,178.073,355,December,
SEA,RNO,129,222,November,
DTW,RNO,200.003,367,October,
BOS,RNO,260.65,331,October,
BWI,RNO,187.022,378,December,
IAH,RNO,185.55,434,November,
MCI,RNO,185.761,356,December,
PHX,RNO,106.017,175,December,
TPA,RNO,206.05,395,December,
MSP,RNO,191.6,289,November,
GSP,RNO,675.18,675,April,
SJC,RNO,68.9457,141,November,
ATL,RNO,198.264,342,December,
PDX,RNO,243.6,247,July,
LAX,RNO,88.2373,211,October,
JFK,RNO,188.05,411,December,
EWR,RNO,221.6,422,December,
CLE,RNO,181.05,337,October,
HOU,RNO,189.55,467,November,
DSM,RNO,356.6,357,May,
LGA,RNO,188.05,313,December,
SNA,RNO,108.458,307,October,
ONT,RNO,305.755,306,January,
OAK,RNO,233.65,424,November,
SMF,RNO,216.03,380,November,
DEL,RNO,797.012,804,January,
PHL,RNO,212.077,457,December,
LIT,RNO,564.6,565,April,
DFW,RNO,171.05,228,October,
LGB,RNO,118.569,307,October,
TUS,RNO,176.139,275,October,
PVD,RNO,377.674,382,November,
YQG,RNO,409.43,968,October,
MRY,RNO,236.254,383,November,
CLL,RNO,271.85,489,November,
CLT,RNO,680.807,681,April,
SRQ,RNO,221.569,495,December,
MHT,RNO,261.074,339,October,
RST,RNO,331.169,374,November,
TOL,RNO,390.5,444,February,
YVR,RNO,379.39,388,January,
BPT,RNO,254.86,466,November,
SGF,RNO,355.76,727,October,
PRC,RNO,214.045,437,December,
MOD,RNO,437.085,437,December,
OMA,RNO,508.507,509,May,
CAK,RNO,462.2,478,November,
AVL,RNO,692.997,693,April,
PIT,RNO,304.041,376,October,
OKC,RNO,209.959,279,October,
ACT,RNO,306.229,308,October,
BHM,RNO,211.402,361,October,
MEM,RNO,552.835,553,April,
DAB,RNO,639.4,639,May,
YVR,ROA,253.232,433,November,
LEX,ROA,258.05,304,November,
BLI,ROA,503,697,October,
DFW,ROA,180.178,352,October,
ATL,ROA,133.881,275,November,
LAX,ROA,278.05,561,October,
BOS,ROA,349.325,355,November,
CVG,ROA,263.141,292,November,
IAH,ROA,242.55,368,October,
AUS,ROA,593.2,593,October,
SDF,ROA,310.303,342,November,
LAS,ROA,352.521,415,November,
LGA,ROA,142.05,297,November,
BDA,ROA,566.758,567,July,
EWR,ROA,274.65,334,November,
SNA,ROA,315.459,445,November,
MSY,ROA,372.678,375,October,
DAL,ROA,443.7,518,November,
OKC,ROA,417.866,440,November,
MHT,ROA,349.325,349,November,
CSG,ROA,847.084,847,April,
YXX,ROA,2036.88,2037,January,
BUR,ROA,278.05,513,October,
COS,ROA,353.454,441,October,
MCO,ROA,365.323,389,October,
TPA,ROA,363.515,365,October,
JFK,ROA,142.05,297,November,
ORD,ROA,226.455,357,November,
PHL,ROA,153.066,310,November,
YCD,ROA,437.677,655,December,
FAT,ROA,832.633,833,July,
BHM,ROA,316.057,316,October,
DEN,ROA,398.092,473,October,
HOU,ROA,275.55,417,October,
LGB,ROA,278.05,586,October,
ONT,ROA,849.8,850,November,
BTR,ROA,372.678,387,October,
JAX,ROA,652.21,652,November,
SAT,ROA,653.736,654,October,
CHA,ROA,174.457,363,November,
GRK,ROA,653.736,654,October,
SFO,ROC,180.371,348,November,
MCI,ROC,144.326,257,October,
IAD,ROC,84.0967,155,November,
DCA,ROC,93.0014,150,November,
LAS,ROC,166.114,317,October,
ABQ,ROC,154.503,281,December,
TPA,ROC,113.515,190,October,
BWI,ROC,93.2052,173,November,
ATL,ROC,156.88,247,October,
LEX,ROC,359.15,359,October,
LAX,ROC,194.571,301,November,
FLL,ROC,132.715,199,December,
PHL,ROC,123.183,190,November,
DEN,ROC,180.305,263,November,
MCO,ROC,101.278,227,November,
JAX,ROC,116.65,176,November,
IAH,ROC,171.15,295,October,
ORF,ROC,152.05,298,November,
ORD,ROC,128.993,234,November,
PHX,ROC,180.637,328,November,
LGA,ROC,83.1647,178,November,
CLT,ROC,122.758,222,November,
JFK,ROC,76.0108,157,November,
CAK,ROC,167.335,306,November,
RDU,ROC,106.192,221,October,
DFW,ROC,152.942,272,October,
PBI,ROC,137.317,249,November,
BOS,ROC,89.3015,149,October,
EWR,ROC,156.493,214,November,
LGB,ROC,463.65,498,December,
OAK,ROC,634.2,672,October,
BUR,ROC,458.25,498,December,
GSO,ROC,242.1,242,May,
SEA,ROC,136.787,380,October,
RSW,ROC,134.516,266,November,
MSP,ROC,261.442,337,October,
YMM,ROC,472.543,666,November,
CMH,ROC,292.65,293,November,
SDF,ROC,320.149,320,October,
MIA,ROC,243.509,350,November,
CVG,ROC,344.776,345,October,
SNA,ROC,199.781,366,October,
HOU,ROC,153.885,258,November,
SJC,ROC,346.046,506,October,
PHF,ROC,184.05,325,November,
SAF,ROC,420.025,676,October,
DTW,ROC,197.249,267,November,
ILM,ROC,396.453,396,December,
MEM,ROC,339,339,October,
YWG,ROC,244.8,414,October,
MDW,ROC,277.326,454,October,
YVR,ROC,261.039,480,December,
CHA,ROC,205.623,293,October,
CHO,ROC,628.65,629,November,
CMB,ROC,1942.03,1942,April,
YYJ,ROC,308.582,561,November,
WAW,ROC,1445.08,1445,July,
YYT,ROC,299.856,608,November,
SHD,ROC,578.15,578,November,
MIA,ROS,1261.66,1454,April,
DTW,ROS,1137.85,2462,January,
JFK,ROS,1403.82,1500,January,
CDG,ROS,1558.56,1559,December,
ORD,ROS,1977.28,1977,December,
LHR,ROS,1360.71,1854,November,
LJU,ROS,1703.18,1703,February,
ORY,ROS,1999.96,2000,December,
YYC,ROS,2178.96,2179,January,
EWR,ROS,1985.67,1986,December,
RDU,ROS,1832.57,1833,November,
BUF,ROS,1648.08,1648,October,
SYD,ROS,10791.9,10792,December,
YYZ,ROS,1693.25,1693,October,
PBI,ROS,1752.66,1753,December,
FLL,ROS,1860.42,1860,December,
BRC,ROS,,,,
GRU,ROS,886.351,886,December,
CLT,ROS,2915.35,2915,December,
MEM,ROS,1786.83,1787,November,
VCE,ROS,3577.05,3577,February,
AUS,ROS,1905.74,1906,October,
PIT,ROS,2644.52,2645,December,
LGA,RST,310.471,372,November,
EWR,RST,273.574,356,November,
MKE,RST,170.488,239,December,
JFK,RST,264.575,362,November,
ORD,RST,130.205,326,April,
IND,RST,246.338,384,October,
CLE,RST,265.985,297,December,
SEA,RST,327.135,744,October,
MCO,RST,276.022,505,November,
DEN,RST,284,392,November,
PDX,RST,344.952,399,December,
OKC,RST,297.982,394,November,
DAY,RST,316.996,429,October,
ROC,RST,272.221,528,October,
YWG,RST,465.537,630,October,
STL,RST,244.699,272,October,
YUL,RST,390.786,481,January,
GEG,RST,843.68,1006,November,
SMF,RST,412.161,446,November,
DCA,RST,392.396,392,November,
ABQ,RST,314.07,430,November,
RIC,RST,310.577,311,November,
LAS,RST,318.351,746,November,
MNL,RST,1674.14,1674,November,
PIT,RST,263.484,279,November,
ICT,RST,323.727,324,October,
PIA,RST,170.492,230,July,
YYZ,RST,208.676,296,October,
PVD,RST,274.183,354,November,
TUS,RST,332.372,374,October,
YEG,RST,247.769,395,October,
SFO,RST,348.693,369,April,
AUS,RST,313.051,384,November,
DTW,RST,241.875,461,November,
SDF,RST,358.83,366,December,
PHL,RST,298.578,338,October,
MCI,RST,216.306,216,November,
BOS,RST,248.377,364,November,
SJC,RST,336.455,386,October,
BWI,RST,432.642,433,November,
TYS,RST,313.472,385,November,
OMA,RST,240.845,241,November,
LHR,RST,904.498,904,October,
RAP,RST,648.089,648,November,
PBI,RST,389.909,390,November,
CLT,RST,310.303,317,November,
TUL,RST,290.823,310,November,
MDW,RST,130.205,345,April,
PHX,RST,399.863,433,December,
SAT,RST,293.824,341,November,
MEM,RST,302.598,403,October,
CPH,RST,1299.3,1299,December,
RSW,RST,352.98,664,March,
HNL,RST,638.897,812,October,
SAN,RST,357.076,404,February,
FLL,RST,345.459,353,October,
LAX,RST,408.023,502,October,
BNA,RST,277.827,367,November,
YYZ,RTB,521,581,October,
ATL,RTB,519.29,706,October,
MIA,RTB,418.493,656,May,
YUL,RTB,604.746,823,November,
IAH,RTB,738,757,February,
IAD,RTB,415.723,594,October,
DCA,RTB,638.99,639,June,
GEG,RTB,747.2,747,December,
BOS,RTB,646.892,647,February,
BHM,RTB,654.569,824,May,
LAX,RTB,519.049,556,October,
BWI,RTB,470.972,583,October,
ORD,RTB,477.583,775,May,
LGA,RTB,474.255,606,October,
DEN,RTB,764.928,839,November,
GRB,RTB,698.54,699,January,
ATW,RTB,706.74,707,January,
DFW,RTB,521.051,623,October,
EWR,RTB,474.255,875,October,
JFK,RTB,474.255,635,October,
SFO,RTB,503.465,540,April,
LAS,RTB,676.939,796,December,
SAL,RTB,544.957,545,July,
RAP,RTB,684.092,760,October,
MSY,RTB,647.17,647,October,
STL,RTB,794.211,794,December,
BPT,RTB,646.711,647,February,
DTW,RTB,856.719,857,March,
FLL,RTB,849.8,850,April,
MKE,RTB,711.009,711,January,
PHL,RTB,1011.08,1074,October,
HNL,RTB,956.047,956,November,
CLL,RTB,1122.05,1122,February,
YYZ,RTM,695.292,935,October,
SFO,RTM,651.185,1363,November,
JFK,RTM,652.664,1452,October,
YVR,RTM,1055.23,1055,October,
MCO,RTM,1157.6,1357,January,
LAX,RTM,826.36,1269,October,
IAD,RTM,521.05,817,October,
GRU,RTM,1686.85,1687,November,
ATL,RTM,1140.1,1548,November,
EWR,RTM,761.4,2216,November,
YTZ,RTM,935.109,1020,October,
PDX,RTM,1440.52,1454,June,
PHX,RTM,1171.9,1172,November,
MIA,RTM,2006.7,2048,June,
SLC,RTM,1212.73,1213,October,
YUL,RTM,744.425,744,November,
TLV,RTM,547.06,585,December,
PHL,RTM,1044.5,2306,March,
SJC,RTM,1361.03,1382,November,
PER,RTM,3984.84,3985,December,
IAH,RTM,969.22,969,May,
LHR,RTM,65.4237,104,November,
MCI,RTM,1792.42,1792,June,
MEM,RTM,1277.84,1278,December,
CLT,RTM,1082.8,1141,February,
DFW,RTM,1129.43,1975,October,
HNL,RTM,1610.08,1638,November,
YKF,RTM,1341.43,1413,December,
YHM,RTM,1563.95,2666,April,
SEA,RTM,1546.78,1946,March,
HOU,RTM,1432.36,1432,May,
PBI,RTM,1357.83,1532,June,
DUB,RTM,98.805,194,November,
LCY,RTM,74.8992,119,November,
AUS,RTM,1380.04,1828,April,
ORD,RTM,1306.66,1307,March,
LIT,RTM,1312.73,1313,December,
PWM,RTM,1292.21,1323,January,
DEN,RTM,1509.04,1957,December,
BOS,RTM,1292.68,1293,October,
HSV,RTM,1702.26,2435,November,
FAR,RTM,1489.81,1490,May,
YQR,RTM,1512.22,1512,May,
TOL,RTM,1170.2,1170,October,
OAK,RTM,1455.58,1480,November,
DTW,RTM,1191.3,1191,October,
TUS,RTM,1384.43,1384,November,
BRS,RTM,359.122,483,October,
BHD,RTM,119.671,158,November,
SYD,RTM,1733.94,1734,February,
HPN,RTM,1205.7,1256,March,
BOM,RTM,854.51,855,November,
LGA,RTM,963.5,2948,November,
STL,RTM,1711.91,1712,May,
IND,RTM,1154.5,1841,November,
FLL,RTM,1492.26,1751,June,
MEX,RTM,1804.64,1805,July,
SMF,RTM,1911.23,1911,June,
GLA,RTM,98.0097,107,April,
ATL,RUH,1186.05,1481,December,
ORD,RUH,960.1,999,October,
SFO,RUH,1089.3,1173,February,
PHX,RUH,1153.52,1164,January,
DEN,RUH,1119.19,1169,January,
IAD,RUH,792.12,792,May,
OMA,RUH,1828.88,1829,December,
SJC,RUH,1153.18,1407,February,
SEA,RUH,1173.2,1173,October,
BHM,RUH,1338.85,1643,December,
COS,RUH,1404.55,1412,January,
OAK,RUH,1874.1,3735,December,
TUS,RUH,1130.61,1621,January,
MDW,RUH,1245.11,2655,October,
EWR,RUH,1408.12,1408,May,
PHL,RUH,1290.54,1291,May,
DCA,RUH,942.635,943,May,
JFK,RUH,1084.52,1085,May,
CMH,RUH,8034.7,8035,December,
LNK,RUH,2192.64,2193,December,
SUX,RUH,2896.67,2897,December,
EGE,RUH,1896.46,1896,January,
CHA,RUH,2251.91,2252,December,
MCO,RUT,194.402,487,October,
DTW,RUT,173.211,305,October,
RDU,RUT,154.503,241,December,
SFO,RUT,301.472,624,November,
PIT,RUT,155.849,252,December,
DEN,RUT,217.301,394,November,
ORD,RUT,161.085,261,October,
DFW,RUT,449.52,450,December,
HOU,RUT,226.066,485,October,
PHX,RUT,246.101,383,October,
LAX,RUT,242.918,365,December,
YYZ,SAF,257.42,465,November,
PHX,SAF,195.3,349,July,
DFW,SAF,155.413,343,October,
SFO,SAF,187.05,440,November,
GEG,SAF,517.396,517,October,
LGA,SAF,155.58,329,November,
IAH,SAF,201.035,288,October,
DEN,SAF,136.322,212,November,
JFK,SAF,155.05,404,November,
OMA,SAF,231.308,396,November,
YKF,SAF,235.94,418,October,
LAX,SAF,157.9,219,July,
EWR,SAF,224.979,374,November,
MSP,SAF,191.938,359,November,
DAL,SAF,370.1,589,October,
ORD,SAF,221.484,321,November,
COS,SAF,357.507,455,November,
TPA,SAF,445.874,446,November,
YVR,SAF,282.214,627,November,
HOU,SAF,201.035,317,October,
TUS,SAF,255.421,424,November,
FLL,SAF,698.5,699,November,
OKC,SAF,223.576,338,October,
CLL,SAF,219.228,285,October,
BPT,SAF,219.228,261,October,
HPN,SAF,215.05,333,November,
MIA,SAF,759,759,November,
AUS,SAF,308.113,308,October,
LAS,SAF,170.579,243,November,
PHL,SAF,222.656,702,November,
SNA,SAF,206.083,267,July,
ATL,SAF,272.106,381,October,
BUR,SAF,401.05,492,November,
PDX,SAF,197.371,291,December,
ACT,SAF,365.872,366,October,
SMF,SAF,188.99,705,October,
KOA,SAF,1033.94,1034,December,
OGG,SAF,875.649,876,December,
PVD,SAF,612.413,612,October,
SAT,SAF,512.71,513,October,
SLC,SAF,283.2,351,October,
SBN,SAF,519.45,546,October,
IND,SAF,285.259,383,November,
LNK,SAF,384.918,471,November,
SEA,SAF,200.05,293,December,
BUF,SAF,207.7,325,October,
STC,SAF,236.512,354,November,
IAD,SAL,427.88,578,October,
EWR,SAL,494.6,562,November,
JFK,SAL,472.88,559,November,
LAX,SAL,305.3,581,November,
LGA,SAL,251.1,587,November,
BWI,SAL,231.1,601,October,
RNO,SAL,417.735,470,October,
DCA,SAL,478.38,654,October,
OAK,SAL,566.89,760,October,
LAS,SAL,446.1,570,December,
IAH,SAL,189.6,545,December,
SFO,SAL,453.1,689,October,
BOS,SAL,184.719,558,October,
PHL,SAL,482.734,633,November,
SMF,SAL,396.657,644,October,
ATL,SAL,206.7,599,October,
MIA,SAL,346.89,455,November,
DFW,SAL,191.1,624,November,
YUL,SAL,489.204,718,November,
HPN,SAL,495.6,595,November,
RDD,SAL,551.833,645,November,
CIC,SAL,593.083,647,November,
DEN,SAL,455.7,605,November,
SNA,SAL,385.784,750,October,
HOU,SAL,323.63,705,December,
FLL,SAL,120.6,493,November,
MCO,SAL,431.898,446,December,
ORD,SAL,221.7,459,October,
ONT,SAL,398.31,778,November,
OMA,SAL,614.13,614,November,
DAL,SAL,601.6,701,November,
AUS,SAL,465.58,676,October,
CLL,SAL,416.176,819,December,
SAT,SAL,319.86,438,October,
SJC,SAL,396.657,713,October,
BUR,SAL,398.1,832,November,
MEM,SAL,740.95,741,November,
PBI,SAL,535.159,751,November,
PSP,SAL,398.31,501,November,
GRK,SAL,482.547,779,October,
SEA,SAL,495.1,791,October,
SAN,SAL,220.1,517,November,
RSW,SAL,518.996,831,November,
SBA,SAL,385.784,1203,October,
PDX,SAL,540.042,763,October,
PVD,SAL,537.847,723,November,
BDL,SAL,499.815,698,November,
YYZ,SAL,406.154,504,November,
TYS,SAL,493.874,730,October,
OKC,SAL,523.751,740,November,
HSV,SAL,452.792,707,October,
BHM,SAL,592.113,714,October,
ABQ,SAL,581.945,606,November,
MHT,SAL,431.635,680,October,
MRY,SAL,396.657,720,October,
BPT,SAL,516.1,803,November,
PHX,SAL,500.7,713,November,
CHA,SAL,634.61,800,February,
SUX,SAL,639.529,640,November,
COS,SAL,486.038,616,November,
BOS,SAN,135,338,October,
DFW,SAN,82.1,210,October,
PDX,SAN,62.1,164,November,
JFK,SAN,170.084,389,November,
EWR,SAN,166.484,400,November,
DAL,SAN,103.55,311,October,
SEA,SAN,85.001,183,November,
SFO,SAN,72.8931,164,January,
PHL,SAN,196.768,396,June,
MCO,SAN,152.875,419,October,
LGA,SAN,168.284,412,November,
RSW,SAN,219.55,411,October,
YVR,SAN,187.818,354,November,
CLT,SAN,184.55,459,October,
ORD,SAN,141.1,273,November,
MSP,SAN,155.05,362,November,
LAX,SAN,135.887,223,November,
MCI,SAN,99.4692,269,October,
IAD,SAN,185.232,404,June,
DCA,SAN,185.232,403,June,
BUF,SAN,182.551,274,October,
EUG,SAN,148.3,388,November,
DTW,SAN,196.1,440,January,
YYC,SAN,200.436,290,November,
SLC,SAN,87.55,179,October,
ATL,SAN,170.6,356,December,
RDU,SAN,182.936,384,October,
BWI,SAN,223.186,457,June,
OGG,SAN,219.3,432,December,
SMF,SAN,83.05,171,January,
OKC,SAN,127.788,254,October,
FLL,SAN,204.1,285,November,
DEN,SAN,88.9482,169,November,
TPA,SAN,190.717,364,October,
GSO,SAN,214.2,409,October,
YYZ,SAN,217.777,349,December,
JAX,SAN,322.6,392,October,
OAK,SAN,78.6,256,November,
BDL,SAN,180.883,291,November,
HNL,SAN,206.081,332,November,
PVD,SAN,156.585,531,November,
MHT,SAN,215.144,639,October,
STL,SAN,246.3,318,June,
MIA,SAN,266.2,317,November,
OMA,SAN,177.6,326,October,
MDW,SAN,154.704,253,November,
IAH,SAN,70.6,122,October,
PIT,SAN,193.157,408,November,
LAS,SAN,66.6,117,October,
SJC,SAN,86.33,226,November,
SYR,SAN,206.05,353,November,
YQG,SAN,355.466,748,January,
MSN,SAN,451.91,827,July,
SRQ,SAN,225.727,575,October,
PHX,SAN,116.05,212,November,
HOU,SAN,225.55,256,October,
CVG,SAN,300.05,506,December,
RST,SAN,379.16,462,November,
BZN,SAN,460.58,461,July,
YYZ,SAP,415.097,535,October,
MIA,SAP,283.2,414,May,
JFK,SAP,399.86,467,November,
EWR,SAP,372.6,454,November,
DEN,SAP,538.1,612,October,
IAH,SAP,148.6,470,October,
IAD,SAP,394.88,498,October,
PHL,SAP,440.877,669,November,
LGA,SAP,290.1,468,November,
LAX,SAP,215.1,502,October,
FLL,SAP,130.6,612,October,
DFW,SAP,330.1,532,October,
BWI,SAP,159.7,462,October,
LAS,SAP,311.7,474,December,
RAP,SAP,463.1,530,October,
YUL,SAP,449.16,620,October,
DCA,SAP,459.7,531,October,
DAL,SAP,543.549,640,October,
PHX,SAP,563.004,631,October,
SFO,SAP,434.931,470,November,
ATL,SAP,175.8,540,November,
SNA,SAP,451.697,556,November,
STL,SAP,693.74,694,December,
BPT,SAP,473.567,630,October,
GEG,SAP,610.832,611,December,
MSY,SAP,120.1,260,October,
HOU,SAP,376.21,874,November,
CHA,SAP,448.105,649,October,
CLE,SAP,777.71,778,December,
OKC,SAP,466.792,555,October,
COS,SAP,466.385,534,October,
ORD,SAP,200.1,457,October,
OAK,SAP,459.1,510,November,
TUS,SAP,492.801,622,October,
ACT,SAP,580.099,643,January,
RSW,SAP,656.377,656,October,
HNL,SAP,585.579,586,November,
BUR,SAP,560.8,750,October,
TPA,SAP,551.321,551,October,
GCC,SAP,451.81,537,October,
CLL,SAP,500.285,640,October,
DTW,SAP,604.743,696,March,
BUF,SAP,415.555,479,October,
PBI,SAP,418.2,599,October,
OGG,SAP,614.996,615,November,
LGB,SAP,684.1,802,October,
ONT,SAP,552.7,678,October,
SBN,SAP,462.556,548,October,
PSP,SAP,461.995,521,December,
BTR,SAP,493.651,494,October,
PIT,SAP,918.813,919,December,
GPT,SAP,432.06,432,October,
SJC,SAP,440.75,485,April,
MHT,SAP,568.797,569,February,
SPI,SAP,691.257,691,December,
BOS,SAP,566.96,567,February,
ATW,SAP,618.876,619,January,
HPN,SAP,447.1,946,November,
CDR,SAP,681.504,682,May,
DCA,SAT,199.453,383,October,
PHL,SAT,151.669,295,October,
IAD,SAT,199.453,367,October,
BWI,SAT,211.795,384,December,
LAX,SAT,141.907,303,October,
RIC,SAT,174.636,300,October,
SNA,SAT,146.253,316,November,
ORF,SAT,256.713,368,November,
SFO,SAT,189.946,407,November,
DTW,SAT,199.55,340,October,
EWR,SAT,147.155,284,October,
LGA,SAT,139.817,260,October,
BOS,SAT,183.05,342,November,
MSP,SAT,212.1,354,November,
CLE,SAT,221.05,332,November,
SEA,SAT,125.391,224,April,
SLC,SAT,128.595,264,November,
ONT,SAT,148.058,369,November,
ATL,SAT,135.55,232,October,
LAS,SAT,206.1,326,October,
CLT,SAT,183.175,286,October,
SJC,SAT,202.234,408,November,
MCO,SAT,165.6,230,October,
DFW,SAT,82.5684,156,October,
FLL,SAT,172.55,280,October,
MKE,SAT,159.176,268,November,
JFK,SAT,159.662,309,November,
ORD,SAT,141.291,316,November,
TPA,SAT,143.802,222,July,
