DepartureCode,ArrivalCode,LowestPriceUSD,AveragePriceUSD,CheapestMonth
STL,SAT,177.382,328,November,
LGB,SAT,144.05,375,November,
MIA,SAT,242.55,315,November,
RDU,SAT,172.835,335,October,
DEN,SAT,118.168,216,November,
IND,SAT,165.798,274,November,
GSP,SAT,201.945,252,October,
MRY,SAT,456.65,457,November,
DAL,SAT,104.761,183,October,
YYZ,SAT,257.714,374,November,
PHX,SAT,168.791,271,October,
IAH,SAT,79.0601,138,November,
COS,SAT,283.88,308,October,
YQG,SAT,296.153,710,October,
PSP,SAT,162.152,283,November,
RSW,SAT,356.15,356,November,
ALB,SAT,473.65,474,October,
PDX,SAT,147.782,263,April,
PIT,SAT,182.189,387,November,
YVR,SAT,192.564,289,April,
SAN,SAT,150.309,243,November,
CHS,SAT,338.65,339,November,
FRA,SAT,929.249,929,December,
CLD,SAT,179.46,258,November,
OAK,SAT,218.618,355,November,
FNT,SAT,182.049,365,October,
PVD,SAT,219.529,379,November,
MHT,SAT,199.55,319,November,
SPI,SAT,223.732,334,November,
PHF,SAT,288.55,567,October,
TUS,SAT,175.212,349,October,
BOS,SAV,92.6912,205,November,
JFK,SAV,76.905,183,November,
LGA,SAV,92.1072,209,November,
EWR,SAV,124.3,216,November,
ATL,SAV,134.55,227,October,
PHL,SAV,153.81,238,November,
DTW,SAV,202.993,320,December,
DCA,SAV,217.393,268,November,
SFO,SAV,313.254,542,October,
LAX,SAV,228.05,388,November,
IAD,SAV,161.98,267,October,
DEN,SAV,195.05,349,October,
YYZ,SAV,174.661,236,November,
IND,SAV,374.71,466,November,
PHX,SAV,242.5,407,April,
BDL,SAV,457,457,April,
PVD,SAV,152.355,357,October,
SCE,SAV,482.15,482,October,
SAN,SAV,465.15,465,November,
LGB,SAV,234.127,389,November,
IAH,SAV,212.55,345,November,
BWI,SAV,211.936,351,November,
SNA,SAV,230.539,406,November,
YQG,SAV,335.726,546,November,
BUF,SAV,107.544,268,November,
LAS,SAV,243.55,356,October,
ORD,SAV,248.05,337,November,
DFW,SAV,195.315,306,October,
HNL,SAV,1284.87,1285,December,
BUR,SAV,232.05,474,November,
BOI,SAV,250.05,342,October,
PWM,SAV,367.538,397,April,
MSP,SAV,680.5,681,March,
PIT,SAV,413.721,414,October,
HOU,SAV,176.175,312,November,
ORF,SAV,343.65,344,December,
CHA,SAV,134.814,250,October,
MHT,SAV,236.764,352,November,
YTZ,SAV,217.858,347,November,
CVG,SAV,390.927,444,November,
SAT,SAV,573.25,573,October,
PSP,SAV,262.913,311,October,
TUS,SAV,255.315,463,April,
AUS,SAV,489.974,526,October,
SDF,SAV,1596,1596,November,
DXB,SAV,1498.1,1498,May,
MKE,SAV,439.483,439,January,
CLL,SAV,310.577,312,November,
COS,SAV,230.144,427,October,
BPT,SAV,292.982,302,November,
SLC,SAV,649.012,649,July,
HPN,SAV,152.55,248,November,
OKC,SAV,220.479,220,October,
OGG,SAV,1360.08,1360,December,
ACY,SAV,696.4,711,January,
SJC,SAV,495.66,638,November,
ACT,SAV,314.07,314,October,
DAL,SAV,219.617,359,October,
YWG,SAV,570.177,570,March,
JFK,SBA,291.05,470,November,
EWR,SBA,335.18,408,November,
HKG,SBA,1044.97,1307,October,
DFW,SBA,153.65,220,October,
YYJ,SBA,268.816,367,October,
DEN,SBA,88.9958,225,November,
LGA,SBA,262.165,470,April,
PHX,SBA,156.597,203,October,
IAD,SBA,404.452,425,November,
SEA,SBA,180.55,311,November,
DCA,SBA,302.436,409,November,
OKC,SBA,257.881,263,October,
YVR,SBA,174.047,309,October,
RDU,SBA,542.748,543,October,
YMM,SBA,906.728,907,December,
BWI,SBA,395.424,588,November,
ACT,SBA,364.496,406,October,
HPN,SBA,295.05,859,November,
LUX,SBA,1480.91,1481,May,
LIM,SBA,1322.81,1323,January,
PHL,SBA,340.353,569,November,
PDX,SBA,182.076,388,November,
LYH,SBA,859.502,860,October,
DAL,SBA,364.55,365,October,
CMB,SBA,2624.03,2624,May,
MGA,SBA,854.432,854,February,
COS,SBA,286.966,367,November,
BWI,SBN,168.313,432,December,
MVD,SBN,1561.12,1575,November,
RDU,SBN,294.969,367,February,
DCA,SBN,371.2,633,October,
LAX,SBN,227.221,451,May,
YYZ,SBN,178.123,400,October,
SFO,SBN,247.05,521,October,
IAD,SBN,208.05,586,October,
DEN,SBN,363.05,401,October,
SDF,SBN,120.988,203,November,
ORD,SBN,360.805,599,November,
SNA,SBN,265.969,523,July,
PHX,SBN,211.042,370,October,
LAS,SBN,199.781,358,November,
ONT,SBN,190.782,386,November,
LEX,SBN,359.437,362,October,
SEA,SBN,211.598,403,October,
YVR,SBN,436.459,706,November,
IAH,SBN,216.783,350,May,
DFW,SBN,275.05,330,November,
MSP,SBN,303.99,379,November,
BUR,SBN,218.6,375,October,
FLL,SBN,195.323,322,April,
YUL,SBN,210.091,305,October,
TUS,SBN,205.676,365,October,
MHT,SBN,242.183,351,May,
PHL,SBN,174.614,372,December,
TPA,SBN,305.173,394,October,
BUF,SBN,170.727,204,October,
MEM,SBN,329.805,377,November,
ATW,SBN,395.084,395,January,
LIT,SBN,370.629,397,December,
EWR,SBN,303.593,335,December,
STC,SBN,303.99,330,November,
LGA,SBN,309.65,383,October,
GSP,SBN,146.656,266,November,
OKC,SBN,158.281,343,November,
CLT,SBN,147.358,200,December,
UIO,SBN,1800.94,1801,July,
CVG,SBN,264.443,291,October,
AMS,SBN,1205.65,1206,October,
DAY,SBN,181.755,270,July,
OMA,SBN,273.916,288,October,
AMM,SBN,1642.19,1642,April,
MEX,SBN,456.27,626,July,
MNL,SBN,1908.22,1908,October,
JAX,SBN,350.544,418,November,
RNO,SBN,196.236,297,November,
TYS,SBN,432.104,462,November,
YWG,SBN,395.595,437,November,
SJC,SBN,168.529,561,October,
HOU,SBN,216.783,554,May,
SJU,SBN,404.68,704,May,
SAP,SBN,952.445,967,October,
BOI,SBN,454.454,454,October,
YXE,SBN,290.952,378,July,
LGB,SBN,523.05,1101,November,
HSV,SBN,374.06,480,October,
ROA,SBN,393.346,603,October,
JFK,SBP,578.5,579,April,
EWR,SBP,555.5,556,April,
LGA,SBP,587,587,April,
DCA,SBP,608.934,609,April,
PHL,SBP,542.374,542,April,
IAD,SBP,581.95,582,April,
HPN,SBP,529,529,April,
ORD,SBY,To:Salisbury-Ocean City,114.774,256,November,
ATL,SBY,To:Salisbury-Ocean City,142.642,192,October,
CMH,SBY,To:Salisbury-Ocean City,217.525,218,October,
MCO,SBY,To:Salisbury-Ocean City,151.186,313,November,
DEN,SCE,To:State College/University Park,244.05,403,October,
RDU,SCE,To:State College/University Park,283.65,340,November,
HPN,SCE,To:State College/University Park,342.15,342,January,
EWR,SCE,To:State College/University Park,429.949,430,January,
LGA,SCE,To:State College/University Park,345.94,346,January,
COS,SCE,To:State College/University Park,304.326,355,January,
PHL,SCE,To:State College/University Park,327.927,328,January,
GSO,SCE,To:State College/University Park,324.749,374,November,
IAD,SCL,828.6,1313,October,
DCA,SCL,893.2,1537,October,
BWI,SCL,1189.12,1805,November,
JFK,SCL,917.5,1244,January,
LGA,SCL,1128.5,1440,January,
EWR,SCL,1123.5,1369,January,
SFO,SCL,1106.2,1207,February,
DFW,SCL,1088.6,1493,February,
MIA,SCL,616.5,807,November,
SJC,SCL,1166.2,1380,February,
SLC,SCL,1309.5,1389,November,
PHL,SCL,1415.06,2073,May,
LAX,SCL,807.197,1125,July,
YUL,SCL,1630.46,1630,December,
DAL,SCL,1636.38,1804,February,
FLL,SCL,1215.68,1258,November,
BOS,SCL,1099.53,1126,December,
LAS,SCL,1153.1,1295,March,
YYZ,SCL,999.69,1000,February,
OAK,SCL,1140.76,1663,February,
AVL,SCL,1394.7,1395,December,
ATL,SCL,1368.73,1369,October,
CLT,SCL,1257.82,1258,October,
GSP,SCL,1299.35,1413,October,
OKC,SCL,1833.23,1957,February,
PHX,SCL,1488.95,1489,November,
IAH,SCL,1496.6,1497,December,
ORD,SCL,1242.2,1242,November,
BOI,SCL,1378.7,1379,November,
ELP,SCL,1708.7,1709,December,
HOU,SCL,2388.7,2389,December,
SNA,SCL,1392.68,1559,February,
BNE,SCL,2303.5,2304,February,
PBI,SCL,1596.54,1664,November,
BUR,SCL,1361.2,1630,February,
PSP,SCL,1182.56,1489,March,
TYS,SCL,1627.12,1627,December,
MAD,SCL,1438.5,1439,December,
FRA,SCL,586.75,587,November,
LGB,SCL,1711.7,1712,February,
BUF,SCL,1779.96,1780,February,
PVD,SCL,1155.16,1197,December,
OOL,SCL,2413.42,2413,February,
CHA,SCL,1539.31,1539,October,
BHM,SCL,1501.7,1502,October,
TUS,SCL,1580.52,1581,November,
CLL,SCL,2352.06,2352,December,
GUA,SCL,1397.7,1398,January,
BPT,SCL,2640.11,2640,December,
RDU,SCL,1250.58,1251,October,
SVC,SCL,2729.23,2729,December,
TWF,SCL,1398.04,1398,November,
SUN,SCL,1378.7,1379,November,
YKF,SCL,2951.88,2952,February,
SBN,SCL,1894.61,1895,November,
JFK,SDQ,176.979,378,November,
LGA,SDQ,171.4,380,January,
EWR,SDQ,170.9,389,November,
YYZ,SDQ,230.188,414,November,
PHL,SDQ,240.567,635,October,
IAD,SDQ,201.9,457,November,
DCA,SDQ,201.9,448,November,
BWI,SDQ,200.473,473,November,
SFO,SDQ,209.393,412,November,
BOS,SDQ,154.67,346,December,
CID,SDQ,652.045,750,November,
MIA,SDQ,123.9,319,December,
LAX,SDQ,270.54,516,October,
FLL,SDQ,111.9,347,December,
HPN,SDQ,162.541,515,November,
SJC,SDQ,223.9,505,December,
PHX,SDQ,229.522,498,November,
OAK,SDQ,238.19,523,December,
TRS,SDQ,705.32,705,December,
DTW,SDQ,184.8,457,October,
MCO,SDQ,121.4,303,November,
SYR,SDQ,414.081,494,November,
RDU,SDQ,190.226,347,November,
ATL,SDQ,273.393,436,November,
CLT,SDQ,231.821,546,October,
DEN,SDQ,251.283,562,November,
IAH,SDQ,267.397,503,December,
MHT,SDQ,236.013,596,October,
HNL,SDQ,458.4,775,October,
SAN,SDQ,260.9,445,December,
SMF,SDQ,236.481,450,October,
SNA,SDQ,278.619,581,October,
SEA,SDQ,252.413,444,October,
PVD,SDQ,157.485,461,November,
BUF,SDQ,207.981,394,February,
LGB,SDQ,406.352,545,November,
TPA,SDQ,152.086,382,November,
YUL,SDQ,308.448,544,November,
DFW,SDQ,255.925,508,November,
MSP,SDQ,263.459,622,November,
ORD,SDQ,211,424,October,
HOU,SDQ,285.9,654,November,
RIC,SDQ,388.372,455,February,
GSO,SDQ,234.881,370,November,
CLD,SDQ,262.4,530,December,
ALB,SDQ,446.37,635,January,
BUR,SDQ,563.3,563,February,
CLO,SDQ,620.8,774,November,
YKF,SDQ,439.993,580,November,
COS,SDQ,268.11,581,November,
IND,SDQ,620.809,635,October,
DAL,SDQ,295.749,534,October,
PTY,SDQ,384.24,384,December,
CMH,SDQ,263.44,446,November,
LAS,SDQ,244.704,427,December,
YOW,SDQ,243.64,372,October,
PBI,SDQ,306.065,514,November,
SLC,SDQ,766.3,766,December,
ROC,SDQ,186.178,396,October,
IAH,SEA,129.554,262,April,
ORD,SEA,185.05,327,November,
HOU,SEA,161.487,321,April,
DCA,SEA,148.486,373,November,
EWR,SEA,166.484,385,October,
JFK,SEA,170.084,398,October,
LGA,SEA,163.785,398,October,
IAD,SEA,145.786,397,October,
MDW,SEA,212.65,415,November,
BWI,SEA,170.727,347,November,
LAX,SEA,76.1773,173,November,
PHL,SEA,178.9,356,November,
HNL,SEA,266.25,429,October,
CLL,SEA,267.05,382,October,
BPT,SEA,235.607,360,November,
ATL,SEA,184.349,376,October,
MSP,SEA,139.041,295,November,
SAN,SEA,87.0129,223,November,
DFW,SEA,116.437,269,October,
YYZ,SEA,223.363,401,November,
LAS,SEA,110.69,208,November,
TPA,SEA,146.977,358,November,
BOS,SEA,147.05,344,November,
YVR,SEA,193.95,286,November,
LGB,SEA,75.4289,179,December,
GRR,SEA,169.05,338,October,
DAL,SEA,138.268,307,October,
SNA,SEA,103.16,201,November,
OGG,SEA,208.885,464,November,
DTW,SEA,143.697,305,November,
SFO,SEA,84.0967,156,November,
DEN,SEA,80.0501,164,November,
MKE,SEA,131.821,296,April,
BUR,SEA,94.1014,179,November,
AUS,SEA,141.019,327,November,
BHM,SEA,185.248,355,October,
OKC,SEA,127.417,280,October,
KOA,SEA,236.918,525,November,
ONT,SEA,98.565,176,November,
OAK,SEA,87.7138,164,November,
SAT,SEA,144.589,290,November,
SDF,SEA,195.795,365,October,
MCO,SEA,171.05,366,November,
ANC,SEA,217.75,380,November,
CLD,SEA,95.0862,278,November,
MHT,SEA,161.071,390,November,
LHR,SEA,786.687,992,February,
TUL,SEA,194.667,364,October,
BUF,SEA,131.235,389,November,
MEM,SEA,244.05,324,October,
ROC,SEA,136.6,281,November,
STL,SEA,148.735,290,May,
PSP,SEA,120.203,209,November,
MLI,SEA,240.05,449,November,
OMA,SEA,114.782,263,October,
RNO,SEA,130.56,214,November,
FLL,SEA,184.05,296,October,
IND,SEA,155.685,310,November,
YQG,SEA,403.671,658,October,
DCA,SFO,123.588,320,November,
IAD,SFO,123.588,328,November,
JFK,SFO,160.07,331,November,
EWR,SFO,195.84,345,November,
LGA,SFO,169.012,405,November,
FLL,SFO,146.719,337,October,
BWI,SFO,175.272,430,November,
BOS,SFO,160.312,306,October,
PHL,SFO,202.73,399,December,
LAS,SFO,69.1342,145,November,
MIA,SFO,184.315,350,October,
YYZ,SFO,221.026,412,November,
YEG,SFO,203,380,November,
DEN,SFO,90.3187,162,November,
LHR,SFO,598.15,1073,November,
SEA,SFO,73.1872,163,October,
DTW,SFO,155.396,333,December,
PHX,SFO,101.617,213,January,
LAX,SFO,64.3493,145,October,
PVD,SFO,168.808,343,November,
MHT,SFO,154.877,447,November,
YOW,SFO,665.53,666,December,
ORD,SFO,129.31,252,October,
SNA,SFO,64.3493,194,October,
IND,SFO,143.407,240,October,
PSP,SFO,82.1635,151,February,
ATL,SFO,194.415,350,October,
OKC,SFO,148.124,307,October,
IAH,SFO,152.29,307,May,
YYJ,SFO,153.999,319,October,
SYR,SFO,178.813,410,October,
SAN,SFO,81.6306,187,October,
BHM,SFO,258.698,581,October,
DFW,SFO,154.2,253,October,
YYC,SFO,175.496,269,October,
CLT,SFO,178.616,325,November,
YVR,SFO,154.92,254,October,
AUS,SFO,124.943,279,October,
DAL,SFO,153.515,266,October,
MDW,SFO,152.821,315,October,
HYD,SFO,1306.7,1307,January,
HSV,SFO,192.854,415,November,
BNA,SFO,175.5,381,November,
TPA,SFO,185.869,341,November,
LGB,SFO,45.2133,169,November,
RDU,SFO,194.934,371,November,
RSW,SFO,194.476,375,November,
LCY,SFO,613.51,1703,November,
CYS,SFO,405.5,406,October,
PNS,SFO,260.81,407,July,
YQG,SFO,220.878,677,November,
MSP,SFO,161.864,285,November,
MCO,SFO,183.491,319,November,
GRR,SFO,198.6,363,December,
MDT,SFO,283.65,435,October,
OGG,SFO,298.436,495,November,
CLE,SFO,212.38,406,November,
CHA,SFO,162.1,376,November,
YUL,SFO,222.466,352,November,
PIT,SFO,193.157,396,November,
BDL,SGF,398.2,398,November,
LAX,SGF,303.65,369,October,
EWR,SGF,303.65,328,January,
LGA,SGF,303.65,325,November,
IAH,SGF,303.15,318,December,
PHX,SGF,355.05,416,October,
HVN,SGF,849.2,849,November,
HPN,SGF,347.55,643,November,
HOU,SGF,308.55,348,November,
SNA,SGF,308.501,413,October,
BUF,SGF,314.07,435,November,
DTW,SGF,382.002,621,October,
SFO,SGF,347.056,380,November,
ATL,SGF,204.05,275,November,
PHL,SGF,304.041,316,November,
DCA,SGF,293.906,320,November,
CLL,SGF,245.671,271,November,
ORD,SGF,185.05,428,October,
DEN,SGF,187.791,358,November,
TOL,SGF,1302.28,1302,May,
IDA,SGF,460.65,633,November,
BUR,SGF,393.65,626,January,
JFK,SGF,303.65,333,January,
CLT,SGF,311.777,340,November,
BWI,SGF,294.003,320,January,
IAD,SGF,294.003,325,January,
MCO,SGF,290.598,298,October,
ONT,SGF,457.2,457,May,
BPT,SGF,303.133,462,December,
CHA,SGF,259.609,505,November,
JAX,SGF,292.263,302,February,
SAN,SGF,328.583,421,October,
OAK,SGF,406.05,449,October,
TPA,SGF,319.525,320,November,
SJC,SGF,405.47,432,October,
LGB,SGF,565.25,565,October,
BOM,SGF,1566.92,1567,July,
YYZ,SGF,220.888,473,November,
BNA,SGF,538.829,539,November,
BOG,SGF,1048.54,1049,November,
RNO,SGF,367.613,402,November,
BOS,SGF,356.679,373,October,
DMM,SGF,1475.48,1475,December,
MKE,SGF,245.285,273,December,
TUS,SGF,359.809,687,October,
COS,SGF,310.303,356,November,
RIC,SGF,558.662,559,November,
SEA,SGF,339.79,372,November,
ROC,SGF,574.212,574,November,
LAS,SGF,355.575,461,November,
ACT,SGF,289.915,290,October,
SLC,SGF,398.314,481,November,
MDT,SGF,440.006,440,January,
SNA,SGU,567.496,567,December,
LAX,SGU,494.623,495,December,
YYZ,SHA,821.21,1292,November,
JFK,SHA,703.148,1071,December,
LAX,SHA,880.54,1141,November,
YVR,SHA,743.533,1059,October,
ORD,SHA,946.38,1446,December,
SEA,SHA,752.2,1148,November,
DTW,SHA,1471.17,1782,October,
SFO,SHA,751.33,833,November,
YYC,SHA,958.68,1158,December,
BOS,SHA,1281.35,1519,December,
YQG,SHA,1356.58,1561,October,
LAS,SHA,1351.79,1352,December,
YEG,SHA,1198.05,1198,December,
IAH,SHA,1955.33,1955,December,
PHX,SHA,1100.48,1442,October,
EWR,SHA,1167.66,1408,January,
DEL,SHA,539.071,539,January,
PUW,SHA,850.704,851,February,
GEG,SHA,852.96,853,February,
IAD,SHA,2654.35,3004,October,
CLE,SHA,2040.5,2174,December,
DFW,SHA,1440.6,1441,October,
CMH,SHA,1295.47,1295,December,
SAN,SHA,1904.9,1905,December,
BWI,SHA,2405.8,2406,December,
MCO,SHA,2092.9,2093,February,
YUL,SHA,1408.61,1409,November,
MCI,SHA,1456.46,1456,October,
DCA,SHA,1592.25,2117,October,
YZR,SHA,1548.74,2625,October,
SIN,SHA,493.109,493,February,
CLD,SHA,2184.7,2185,December,
PSP,SHA,5570.81,6041,December,
ATL,SHA,1689.76,1690,February,
LGB,SHA,3213.2,3213,December,
SJC,SHA,1711.25,1711,November,
YYJ,SHA,3656.16,3656,October,
ALB,SHA,1617.7,1618,February,
RDU,SHA,2157.99,2158,December,
TOL,SHA,3542.01,3542,July,
OAK,SHA,2640.7,2641,November,
BUF,SHA,2823.55,2824,January,
XEC,SHA,7784.07,7784,October,
YKF,SHA,1096.78,1097,November,
EWR,SHD,185.1,304,November,
JFK,SHD,189.209,377,November,
LGA,SHD,193.758,339,November,
SFO,SHD,275.15,470,November,
DTW,SHD,552.3,552,October,
OAK,SHD,1173.4,1173,October,
SJC,SHD,780.8,781,October,
JAX,SHD,558.387,558,November,
SNA,SHV,228.799,355,July,
ATL,SHV,281.2,387,November,
LAX,SHV,252.3,333,July,
DFW,SHV,122.55,194,December,
PHX,SHV,215.737,309,May,
ONT,SHV,305.55,368,November,
LHR,SHV,891.517,1081,June,
DCA,SHV,445.65,527,December,
DAL,SHV,255.15,387,December,
TUS,SHV,255.581,332,May,
BHM,SHV,249.682,327,November,
IAD,SHV,473.65,630,December,
BWI,SHV,493.65,606,December,
ACT,SHV,190.825,249,December,
CHA,SHV,324.189,336,November,
EWR,SHV,503.667,875,December,
BOS,SHV,280.004,351,November,
LGB,SHV,356.05,484,October,
PHL,SHV,503.667,627,December,
LGA,SHV,503.667,859,December,
LGW,SHV,1452.46,1452,June,
MHT,SHV,313.641,406,November,
DCA,SJC,152.512,469,December,
BOS,SJC,147.05,380,November,
JFK,SJC,145.35,395,November,
EWR,SJC,167.017,372,November,
IAD,SJC,149.836,449,December,
LAS,SJC,77.3211,200,November,
IND,SJC,182.017,295,November,
LGA,SJC,150.038,380,December,
BWI,SJC,164.106,460,December,
MIA,SJC,279.55,514,October,
PHX,SJC,128.771,229,October,
ATL,SJC,188.846,489,October,
YYZ,SJC,232.577,456,October,
OKC,SJC,196.226,454,October,
FLL,SJC,137.549,326,October,
ORD,SJC,138.128,243,October,
CLT,SJC,252.322,400,November,
OGG,SJC,198.957,423,October,
LAX,SJC,64.3493,139,October,
SEA,SJC,82.5016,168,October,
BOI,SJC,107.1,175,December,
IAH,SJC,127.877,334,October,
OAK,SJC,120.974,225,October,
DFW,SJC,175.564,328,October,
DEN,SJC,144.868,240,November,
DTW,SJC,190.503,335,November,
SLC,SJC,85.4927,187,October,
TPA,SJC,209.55,448,November,
YEG,SJC,203.903,345,November,
RSW,SJC,180.178,467,October,
HNL,SJC,208.113,356,November,
PIT,SJC,190.782,362,November,
CLE,SJC,223.6,379,November,
PHL,SJC,193.561,506,November,
SAN,SJC,90.601,221,October,
SFO,SJC,120.974,225,October,
BOM,SJC,802.43,1026,December,
LHR,SJC,665.745,1593,April,
HYD,SJC,1387.15,1693,January,
HOU,SJC,198.522,381,October,
ORH,SJC,1093.93,1094,November,
MSP,SJC,181.05,372,November,
YUL,SJC,238.641,351,October,
SNA,SJC,96.6,268,November,
BUR,SJC,80.0345,422,November,
MHT,SJC,218.277,277,November,
LIH,SJC,267.888,406,October,
BNA,SJC,197.535,464,November,
MEM,SJC,218.953,346,November,
CVG,SJC,476.742,501,November,
AUS,SJC,146.05,321,October,
LGB,SJC,79.0577,307,October,
ALB,SJC,402.398,424,October,
ELP,SJC,178.054,253,October,
ONT,SJC,94.1,301,November,
YYJ,SJC,253.532,496,November,
YYC,SJC,182.417,256,November,
BHM,SJC,358.355,693,November,
PDX,SJC,67.5802,129,April,
MCO,SJC,186.55,423,November,
YYZ,SJJ,959.104,1258,June,
SFO,SJJ,1027.2,1157,January,
YTZ,SJJ,953.65,1487,June,
AUS,SJJ,972.06,972,November,
EWR,SJJ,871.22,871,October,
JFK,SJJ,871.22,871,October,
ATL,SJJ,1096.04,1096,December,
DEN,SJJ,1757.91,1758,July,
BUF,SJJ,1665.07,2292,July,
SJC,SJJ,1239.6,3289,January,
BHM,SJJ,1166.97,1167,December,
LGA,SJJ,896.2,896,October,
OAK,SJJ,4231.6,4232,January,
DCA,SJJ,904.753,905,October,
IAD,SJJ,904.753,905,October,
SAT,SJJ,1423.59,1424,November,
COS,SJJ,2024.75,2025,July,
PHL,SJJ,2686.3,2686,October,
IAD,SJO,400.101,589,November,
DTW,SJO,176,662,January,
DCA,SJO,298.12,546,November,
ORD,SJO,327.4,549,November,
EWR,SJO,248.277,456,November,
JFK,SJO,245.445,458,November,
BWI,SJO,400.101,1534,November,
LGA,SJO,245.445,431,November,
LAX,SJO,287.6,516,November,
YQG,SJO,410.1,1004,January,
YYZ,SJO,338.2,425,October,
MIA,SJO,302.09,426,November,
PHL,SJO,367.95,694,November,
FLL,SJO,107.1,484,November,
SFO,SJO,288.362,586,November,
DFW,SJO,246.6,444,November,
YUL,SJO,566.83,654,February,
MCO,SJO,146.6,340,October,
CLE,SJO,1009.52,1010,July,
ATL,SJO,365.383,516,July,
SNA,SJO,457.385,696,October,
CLT,SJO,381.1,696,November,
TPA,SJO,366.265,492,October,
DAL,SJO,430.18,673,July,
BOS,SJO,176.2,326,October,
RDU,SJO,479.767,645,October,
YWG,SJO,716.482,716,January,
YXE,SJO,415.665,712,October,
PDX,SJO,454.6,664,October,
SJC,SJO,404.31,658,November,
PHX,SJO,363.2,644,November,
TUS,SJO,513.184,625,October,
GSO,SJO,500.69,668,October,
IAH,SJO,214.7,477,October,
SAN,SJO,310.2,463,October,
MCI,SJO,711.035,717,January,
GSP,SJO,524.6,642,October,
LGB,SJO,380.62,811,December,
PIT,SJO,1131.27,1131,July,
MSP,SJO,760.01,898,January,
MDW,SJO,544.39,899,November,
DEN,SJO,236.6,546,October,
SBN,SJO,673.384,884,December,
TOL,SJO,664.431,1237,January,
LAS,SJO,246.6,515,October,
PVD,SJO,356.09,603,October,
OAK,SJO,495.39,693,November,
PSP,SJO,437.91,627,April,
BUF,SJO,217.435,393,October,
PBI,SJO,358.2,915,November,
CLD,SJO,476.85,543,October,
BHM,SJO,462.632,671,July,
OKC,SJO,308.299,752,July,
BOI,SJO,724.51,725,January,
HOU,SJO,436.1,802,October,
MYR,SJO,238.6,497,October,
EUG,SJO,772.81,776,October,
KOA,SJO,797.6,958,November,
ONT,SJO,476.62,640,December,
LAS,SJT,665.139,665,July,
DFW,SJT,98.3669,146,November,
HOU,SJT,403.476,403,April,
IAH,SJT,403.476,403,April,
EWR,SJU,125.925,313,November,
JFK,SJU,119.6,290,November,
LGA,SJU,124.1,300,November,
ORD,SJU,140.09,345,October,
BWI,SJU,155.765,385,October,
DCA,SJU,153.943,373,October,
IAD,SJU,153.943,400,October,
PHL,SJU,188.969,425,November,
FLL,SJU,95.1,192,October,
MIA,SJU,95.1,239,October,
SEA,SJU,230.847,487,November,
BOS,SJU,153.323,319,October,
HPN,SJU,164.2,475,May,
RDU,SJU,121.1,275,October,
BDL,SJU,164.833,316,October,
DTW,SJU,139.49,473,April,
MHT,SJU,152.1,337,October,
SFO,SJU,203.5,443,October,
ATL,SJU,135.6,333,November,
YYZ,SJU,193.515,391,December,
SBN,SJU,602.241,745,November,
PBI,SJU,424.816,665,January,
MCO,SJU,114.289,233,November,
PVD,SJU,131.116,426,December,
MSP,SJU,202.1,468,October,
PDX,SJU,222.668,486,November,
YVR,SJU,378.989,648,December,
SAT,SJU,498.54,529,November,
TPA,SJU,98.6,230,November,
LAX,SJU,151.2,435,May,
DFW,SJU,160.09,411,October,
MDW,SJU,265.59,688,October,
MCI,SJU,244.2,463,November,
SLC,SJU,456.927,1117,November,
CLE,SJU,156.6,432,November,
IAH,SJU,201.6,415,October,
STL,SJU,322.7,455,April,
TUL,SJU,487.5,617,March,
GPT,SJU,230.79,490,November,
DEN,SJU,154.1,273,November,
HOU,SJU,207.95,453,October,
PHX,SJU,245.05,446,November,
